"sep=,"
finger_TimestampSync_FormattedUnix_CAL,finger_GSR_Range_CAL,finger_GSR_Skin_Conductance_CAL,finger_GSR_Skin_Resistance_CAL,
yyyy/mm/dd hh:mm:ss.000,no_units,uS,kOhms,
2020/05/10 13:48:16.296,1.0,12.872841444270017,77.68292682926828,
2020/05/10 13:48:16.304,1.0,12.86263098109788,77.74459218098829,
2020/05/10 13:48:16.311,1.0,12.867736212683948,77.71374727236659,
2020/05/10 13:48:16.319,1.0,12.872841444270017,77.68292682926828,
2020/05/10 13:48:16.327,1.0,12.867736212683948,77.71374727236659,
2020/05/10 13:48:16.335,1.0,12.86263098109788,77.74459218098829,
2020/05/10 13:48:16.343,1.0,12.857525749511812,77.77546158427636,
2020/05/10 13:48:16.350,1.0,12.86263098109788,77.74459218098829,
2020/05/10 13:48:16.358,1.0,12.86263098109788,77.74459218098829,
2020/05/10 13:48:16.366,1.0,12.857525749511812,77.77546158427636,
2020/05/10 13:48:16.374,1.0,12.857525749511812,77.77546158427636,
2020/05/10 13:48:16.382,1.0,12.857525749511812,77.77546158427636,
2020/05/10 13:48:16.389,1.0,12.867736212683948,77.71374727236659,
2020/05/10 13:48:16.397,1.0,12.857525749511812,77.77546158427636,
2020/05/10 13:48:16.405,1.0,12.857525749511812,77.77546158427636,
2020/05/10 13:48:16.413,1.0,12.857525749511812,77.77546158427636,
2020/05/10 13:48:16.421,1.0,12.86263098109788,77.74459218098829,
2020/05/10 13:48:16.429,1.0,12.857525749511812,77.77546158427636,
2020/05/10 13:48:16.436,1.0,12.852420517925745,77.80635551142005,
2020/05/10 13:48:16.444,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.452,1.0,12.857525749511812,77.77546158427636,
2020/05/10 13:48:16.460,1.0,12.852420517925745,77.80635551142005,
2020/05/10 13:48:16.468,1.0,12.852420517925745,77.80635551142005,
2020/05/10 13:48:16.475,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.483,1.0,12.857525749511812,77.77546158427636,
2020/05/10 13:48:16.491,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.499,1.0,12.852420517925745,77.80635551142005,
2020/05/10 13:48:16.507,1.0,12.852420517925745,77.80635551142005,
2020/05/10 13:48:16.514,1.0,12.852420517925745,77.80635551142005,
2020/05/10 13:48:16.522,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.530,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.538,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.546,1.0,12.852420517925745,77.80635551142005,
2020/05/10 13:48:16.554,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.561,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.569,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.577,1.0,12.852420517925745,77.80635551142005,
2020/05/10 13:48:16.585,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.593,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.600,1.0,12.84221005475361,77.86821705426357,
2020/05/10 13:48:16.608,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.616,1.0,12.84221005475361,77.86821705426357,
2020/05/10 13:48:16.624,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.632,1.0,12.84221005475361,77.86821705426357,
2020/05/10 13:48:16.639,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.647,1.0,12.84221005475361,77.86821705426357,
2020/05/10 13:48:16.655,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.663,1.0,12.837104823167541,77.89918472857427,
2020/05/10 13:48:16.671,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.679,1.0,12.837104823167541,77.89918472857427,
2020/05/10 13:48:16.686,1.0,12.84221005475361,77.86821705426357,
2020/05/10 13:48:16.694,1.0,12.837104823167541,77.89918472857427,
2020/05/10 13:48:16.702,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.710,1.0,12.837104823167541,77.89918472857427,
2020/05/10 13:48:16.718,1.0,12.837104823167541,77.89918472857427,
2020/05/10 13:48:16.725,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.733,1.0,12.847315286339677,77.83727399165507,
2020/05/10 13:48:16.741,1.0,12.84221005475361,77.86821705426357,
2020/05/10 13:48:16.749,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.757,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.764,1.0,12.84221005475361,77.86821705426357,
2020/05/10 13:48:16.772,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.780,1.0,12.84221005475361,77.86821705426357,
2020/05/10 13:48:16.788,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.796,1.0,12.837104823167541,77.89918472857427,
2020/05/10 13:48:16.804,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.811,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.819,1.0,12.84221005475361,77.86821705426357,
2020/05/10 13:48:16.827,1.0,12.837104823167541,77.89918472857427,
2020/05/10 13:48:16.835,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.843,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.850,1.0,12.837104823167541,77.89918472857427,
2020/05/10 13:48:16.858,1.0,12.837104823167541,77.89918472857427,
2020/05/10 13:48:16.866,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.874,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.882,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.889,1.0,12.837104823167541,77.89918472857427,
2020/05/10 13:48:16.897,1.0,12.826894359995405,77.96119402985074,
2020/05/10 13:48:16.905,1.0,12.826894359995405,77.96119402985074,
2020/05/10 13:48:16.913,1.0,12.826894359995405,77.96119402985074,
2020/05/10 13:48:16.921,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.929,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.936,1.0,12.826894359995405,77.96119402985074,
2020/05/10 13:48:16.944,1.0,12.821789128409339,77.99223571570774,
2020/05/10 13:48:16.952,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.960,1.0,12.837104823167541,77.89918472857427,
2020/05/10 13:48:16.968,1.0,12.826894359995405,77.96119402985074,
2020/05/10 13:48:16.975,1.0,12.821789128409339,77.99223571570774,
2020/05/10 13:48:16.983,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:16.991,1.0,12.826894359995405,77.96119402985074,
2020/05/10 13:48:16.999,1.0,12.821789128409339,77.99223571570774,
2020/05/10 13:48:17.007,1.0,12.826894359995405,77.96119402985074,
2020/05/10 13:48:17.014,1.0,12.831999591581473,77.9301770439626,
2020/05/10 13:48:17.022,1.0,12.826894359995405,77.96119402985074,
2020/05/10 13:48:17.030,1.0,12.816683896823271,78.02330213104959,
2020/05/10 13:48:17.038,1.0,12.821789128409339,77.99223571570774,
