"sep=,"
foot_TimestampSync_FormattedUnix_CAL,foot_GSR_Range_CAL,foot_GSR_Skin_Conductance_CAL,foot_GSR_Skin_Resistance_CAL,
yyyy/mm/dd hh:mm:ss.000,no_units,uS,kOhms,
2020/05/10 13:48:16.293,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.301,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.309,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.317,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.325,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.333,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.340,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.348,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.356,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.364,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.372,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.379,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.387,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.395,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.403,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.411,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.418,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.426,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.434,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.442,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.450,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.458,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.465,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.473,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.481,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.489,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.497,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.504,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.512,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.520,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.528,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.536,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.543,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.551,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.559,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.567,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.575,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.583,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.590,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.598,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.606,0.0,17.804749148032727,56.16479017400206,
2020/05/10 13:48:16.614,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.622,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.629,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.637,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.645,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.653,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.661,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.668,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.676,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.684,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.692,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.700,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.708,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.715,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.723,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.731,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.739,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.747,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.754,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.762,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.770,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.778,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.786,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.793,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.801,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.809,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.817,0.0,17.731853552749072,56.395683453237424,
2020/05/10 13:48:16.825,0.0,17.7683013503909,56.28000000000001,
2020/05/10 13:48:16.833,0.0,17.731853552749072,56.395683453237424,
