"sep=,"
back_TimestampSync_FormattedUnix_CAL,back_GSR_Range_CAL,back_GSR_Skin_Conductance_CAL,back_GSR_Skin_Resistance_CAL,
yyyy/mm/dd hh:mm:ss.000,no_units,uS,kOhms,
2020/05/10 13:48:16.312,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.320,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.328,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.335,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.343,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.351,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.359,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.367,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.375,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.382,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.390,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.398,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.406,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.414,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.421,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.429,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.437,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.445,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.453,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.460,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.468,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.476,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.484,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.492,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.500,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.507,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.515,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.523,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.531,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.539,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.546,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.554,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.562,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.570,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.578,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.585,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.593,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.601,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.609,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.617,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:16.625,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.632,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:16.640,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.648,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.656,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.664,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:16.671,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.679,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.687,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:16.695,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:16.703,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.710,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.718,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.726,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:16.734,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:16.742,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.750,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.757,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:16.765,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.773,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.781,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.789,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.796,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:16.804,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.812,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.820,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.828,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.835,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.843,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.851,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.859,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:16.867,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.875,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.882,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.890,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.898,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.906,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.914,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.921,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.929,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.937,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.945,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.953,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.960,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.968,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.976,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.984,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:16.992,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.000,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:17.007,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.015,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.023,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.031,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:17.039,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:17.046,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.054,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.062,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.070,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.078,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.085,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.093,0.0,18.825287482003898,53.120038722168445,
2020/05/10 13:48:17.101,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.109,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.117,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.125,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.132,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.140,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.148,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.156,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.164,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.171,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.179,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.187,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.195,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.203,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.210,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.218,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.226,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.234,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.242,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.249,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.257,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.265,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.273,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.281,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.289,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.296,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.304,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.312,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.320,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.328,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.335,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.343,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.351,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.359,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.367,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.374,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.382,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.390,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.398,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.406,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.414,0.0,18.788839684362067,53.22308438409312,
2020/05/10 13:48:17.421,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.429,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.437,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.445,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.453,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.460,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.468,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.476,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.484,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.492,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.499,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.507,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.515,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.523,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.531,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.539,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.546,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.554,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.562,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.570,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.578,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.585,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.593,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.601,0.0,18.752391886720243,53.3265306122449,
2020/05/10 13:48:17.609,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.617,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.624,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.632,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.640,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.648,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.656,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.664,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.671,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.679,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.687,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.695,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.703,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.710,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.718,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.726,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.734,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.742,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.749,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.757,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.765,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.773,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.781,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.789,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.796,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.804,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.812,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.820,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.828,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.835,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.843,0.0,18.715944089078416,53.43037974683545,
2020/05/10 13:48:17.851,0.0,18.679496291436585,53.53463414634147,
2020/05/10 13:48:17.859,0.0,18.679496291436585,53.53463414634147,
